Ev Idx,tid,cat,Record function id,Input type,name,pid,dur,External id,Concrete Inputs,Sequence number,Input Strides,Input Dims,ts,Fwd thread id,ph
293,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,10.05,1318,,,,,6935384619562.521,,X
294,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.789,1319,"[""""]",,[[1]],[[200]],6935384619565.756,,X
295,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.999,1320,"[""""]",,[[1]],[[200]],6935384619567.142,,X
296,36890,cpu_op,0,"[""float""]",detach,30902,1.437,1321,"[""""]",,[[1]],[[200]],6935384619568.376,,X
297,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,10.423,1322,,,,,6935384619580.224,,X
298,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.647,1323,"[""""]",,[[1]],[[200]],6935384619583.668,,X
299,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.735,1324,"[""""]",,[[1]],[[200]],6935384619585.175,,X
300,36890,cpu_op,0,"[""float""]",detach,30902,1.373,1325,"[""""]",,[[1]],[[200]],6935384619586.201,,X
301,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.701,1326,,,,,6935384619598.221,,X
302,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.642,1327,"[""""]",,[[1]],[[200]],6935384619601.342,,X
303,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.651,1328,"[""""]",,[[1]],[[200]],6935384619602.924,,X
304,36890,cpu_op,0,"[""float""]",detach,30902,1.205,1329,"[""""]",,[[1]],[[200]],6935384619604.053,,X
305,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.652,1330,,,,,6935384619615.703,,X
306,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.452,1331,"[""""]",,[[1]],[[200]],6935384619618.938,,X
307,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.621,1332,"[""""]",,[[1]],[[200]],6935384619620.323,,X
308,36890,cpu_op,0,"[""float""]",detach,30902,1.184,1333,"[""""]",,[[1]],[[200]],6935384619621.438,,X
309,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.691,1334,,,,,6935384619633.226,,X
310,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.503,1335,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619636.442,,X
311,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.552,1336,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619637.992,,X
312,36890,cpu_op,0,"[""float""]",detach,30902,1.212,1337,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619639.008,,X
313,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.824,1338,,,,,6935384619650.536,,X
314,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.71,1339,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619653.651,,X
315,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.656,1340,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619655.26,,X
316,36890,cpu_op,0,"[""float""]",detach,30902,1.224,1341,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619656.367,,X
317,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.811,1342,,,,,6935384619667.87,,X
318,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.66,1343,"[""""]",,[[1]],[[200]],6935384619671.034,,X
319,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.736,1344,"[""""]",,[[1]],[[200]],6935384619672.552,,X
320,36890,cpu_op,0,"[""float""]",detach,30902,1.338,1345,"[""""]",,[[1]],[[200]],6935384619673.626,,X
321,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.496,1346,,,,,6935384619685.186,,X
322,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.36,1347,"[""""]",,[[1]],[[200]],6935384619688.379,,X
323,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.556,1348,"[""""]",,[[1]],[[200]],6935384619689.78,,X
324,36890,cpu_op,0,"[""float""]",detach,30902,1.211,1349,"[""""]",,[[1]],[[200]],6935384619690.795,,X
325,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.448,1350,,,,,6935384619702.532,,X
326,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.33,1351,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619705.656,,X
327,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.484,1352,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619707.097,,X
328,36890,cpu_op,0,"[""float""]",detach,30902,1.173,1353,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619708.082,,X
329,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.973,1354,,,,,6935384619719.517,,X
330,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.69,1355,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619722.812,,X
331,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.655,1356,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619724.427,,X
332,36890,cpu_op,0,"[""float""]",detach,30902,1.395,1357,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619725.368,,X
333,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.404,1358,,,,,6935384619737.069,,X
334,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.347,1359,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619740.13,,X
335,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.413,1360,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619741.663,,X
336,36890,cpu_op,0,"[""float""]",detach,30902,1.166,1361,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619742.579,,X
337,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.56,1362,,,,,6935384619754.133,,X
338,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.541,1363,"[""""]",,[[1]],[[200]],6935384619757.209,,X
339,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.434,1364,"[""""]",,[[1]],[[200]],6935384619758.869,,X
340,36890,cpu_op,0,"[""float""]",detach,30902,1.174,1365,"[""""]",,[[1]],[[200]],6935384619759.806,,X
341,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.449,1366,,,,,6935384619771.242,,X
342,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.367,1367,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619774.332,,X
343,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.404,1368,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619775.886,,X
344,36890,cpu_op,0,"[""float""]",detach,30902,1.142,1369,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619776.819,,X
345,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.351,1370,,,,,6935384619788.283,,X
346,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.256,1371,"[""""]",,[[1]],[[200]],6935384619791.421,,X
347,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.4,1372,"[""""]",,[[1]],[[200]],6935384619792.844,,X
348,36890,cpu_op,0,"[""float""]",detach,30902,1.177,1373,"[""""]",,[[1]],[[200]],6935384619793.774,,X
349,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.397,1374,,,,,6935384619805.097,,X
350,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.289,1375,"[""""]",,[[1]],[[200]],6935384619808.236,,X
351,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.407,1376,"[""""]",,[[1]],[[200]],6935384619809.715,,X
352,36890,cpu_op,0,"[""float""]",detach,30902,1.145,1377,"[""""]",,[[1]],[[200]],6935384619810.648,,X
353,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.548,1378,,,,,6935384619821.999,,X
354,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.469,1379,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619825.095,,X
355,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.621,1380,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619826.537,,X
356,36890,cpu_op,0,"[""float""]",detach,30902,1.37,1381,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619827.469,,X
357,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.434,1382,,,,,6935384619839.031,,X
358,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.259,1383,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619842.228,,X
359,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.418,1384,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619843.657,,X
360,36890,cpu_op,0,"[""float""]",detach,30902,1.165,1385,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619844.588,,X
361,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.451,1386,,,,,6935384619855.957,,X
362,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.214,1387,"[""""]",,[[1]],[[200]],6935384619859.113,,X
363,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.378,1388,"[""""]",,[[1]],[[200]],6935384619860.547,,X
364,36890,cpu_op,0,"[""float""]",detach,30902,1.127,1389,"[""""]",,[[1]],[[200]],6935384619861.464,,X
365,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.695,1390,,,,,6935384619873.006,,X
366,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.606,1391,"[""""]",,[[1]],[[200]],6935384619876.111,,X
367,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.77,1392,"[""""]",,[[1]],[[200]],6935384619877.538,,X
368,36890,cpu_op,0,"[""float""]",detach,30902,1.172,1393,"[""""]",,[[1]],[[200]],6935384619878.81,,X
369,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.52,1394,,,,,6935384619890.198,,X
370,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.325,1395,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619893.402,,X
371,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.382,1396,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619894.936,,X
372,36890,cpu_op,0,"[""float""]",detach,30902,1.144,1397,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619895.853,,X
373,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.674,1398,,,,,6935384619907.243,,X
374,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.45,1399,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619910.495,,X
375,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.352,1400,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619912.188,,X
376,36890,cpu_op,0,"[""float""]",detach,30902,1.118,1401,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619913.099,,X
377,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.498,1402,,,,,6935384619924.366,,X
378,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.367,1403,"[""""]",,[[1]],[[200]],6935384619927.512,,X
379,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.515,1404,"[""""]",,[[1]],[[200]],6935384619928.958,,X
380,36890,cpu_op,0,"[""float""]",detach,30902,1.091,1405,"[""""]",,[[1]],[[200]],6935384619930.058,,X
381,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.403,1406,,,,,6935384619941.341,,X
382,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.236,1407,"[""""]",,[[1]],[[200]],6935384619944.522,,X
383,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.384,1408,"[""""]",,[[1]],[[200]],6935384619945.967,,X
384,36890,cpu_op,0,"[""float""]",detach,30902,1.132,1409,"[""""]",,[[1]],[[200]],6935384619946.896,,X
385,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.32,1410,,,,,6935384619958.199,,X
386,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.194,1411,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619961.363,,X
387,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.378,1412,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619962.757,,X
388,36890,cpu_op,0,"[""float""]",detach,30902,1.142,1413,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619963.671,,X
389,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.224,1414,,,,,6935384619974.959,,X
390,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.18,1415,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619978.03,,X
391,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.365,1416,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619979.439,,X
392,36890,cpu_op,0,"[""float""]",detach,30902,1.126,1417,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619980.344,,X
393,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.471,1418,,,,,6935384619991.701,,X
394,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.288,1419,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619994.908,,X
395,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.349,1420,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619996.447,,X
396,36890,cpu_op,0,"[""float""]",detach,30902,1.118,1421,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384619997.355,,X
397,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.385,1422,,,,,6935384620008.594,,X
398,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.267,1423,"[""""]",,[[1]],[[200]],6935384620011.744,,X
399,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.381,1424,"[""""]",,[[1]],[[200]],6935384620013.226,,X
400,36890,cpu_op,0,"[""float""]",detach,30902,1.118,1425,"[""""]",,[[1]],[[200]],6935384620014.163,,X
401,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.252,1426,,,,,6935384620025.421,,X
402,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.173,1427,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620028.528,,X
403,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.342,1428,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620029.957,,X
404,36890,cpu_op,0,"[""float""]",detach,30902,1.115,1429,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620030.864,,X
405,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.369,1430,,,,,6935384620042.017,,X
406,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.296,1431,"[""""]",,[[1]],[[200]],6935384620045.1,,X
407,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.359,1432,"[""""]",,[[1]],[[200]],6935384620046.632,,X
408,36890,cpu_op,0,"[""float""]",detach,30902,1.114,1433,"[""""]",,[[1]],[[200]],6935384620047.554,,X
409,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,10.014,1434,,,,,6935384620058.802,,X
410,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.321,1435,"[""""]",,[[1]],[[200]],6935384620062.493,,X
411,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.37,1436,"[""""]",,[[1]],[[200]],6935384620064.033,,X
412,36890,cpu_op,0,"[""float""]",detach,30902,1.114,1437,"[""""]",,[[1]],[[200]],6935384620064.963,,X
413,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.832,1438,,,,,6935384620076.279,,X
414,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.44,1439,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620079.667,,X
415,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.341,1440,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620081.364,,X
416,36890,cpu_op,0,"[""float""]",detach,30902,1.119,1441,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620082.266,,X
417,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.405,1442,,,,,6935384620093.495,,X
418,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.186,1443,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620096.714,,X
419,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.353,1444,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620098.143,,X
420,36890,cpu_op,0,"[""float""]",detach,30902,1.123,1445,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620099.048,,X
421,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.313,1446,,,,,6935384620110.274,,X
422,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.209,1447,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620113.406,,X
423,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.362,1448,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620114.838,,X
424,36890,cpu_op,0,"[""float""]",detach,30902,1.145,1449,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620115.732,,X
425,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.481,1450,,,,,6935384620126.951,,X
426,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.236,1451,"[""""]",,[[1]],[[200]],6935384620130.221,,X
427,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.396,1452,"[""""]",,[[1]],[[200]],6935384620131.656,,X
428,36890,cpu_op,0,"[""float""]",detach,30902,1.14,1453,"[""""]",,[[1]],[[200]],6935384620132.575,,X
429,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.679,1454,,,,,6935384620143.885,,X
430,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.614,1455,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620147.0,,X
431,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.363,1456,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620148.837,,X
432,36890,cpu_op,0,"[""float""]",detach,30902,1.15,1457,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620149.728,,X
433,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.374,1458,,,,,6935384620160.893,,X
434,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.175,1459,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620164.117,,X
435,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.343,1460,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620165.544,,X
436,36890,cpu_op,0,"[""float""]",detach,30902,1.12,1461,"[""""]",,"[[50, 1]]","[[200, 50]]",6935384620166.445,,X
437,36890,cpu_op,0,,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,30902,9.419,1462,,,,,6935384620177.487,,X
438,36890,cpu_op,0,"[""float""]",torch::autograd::AccumulateGrad,30902,4.349,1463,"[""""]",,[[1]],[[200]],6935384620180.57,,X
439,36890,cpu_op,0,"[""float""]",aten::detach,30902,2.374,1464,"[""""]",,[[1]],[[200]],6935384620182.135,,X
440,36890,cpu_op,0,"[""float""]",detach,30902,1.125,1465,"[""""]",,[[1]],[[200]],6935384620183.056,,X
442,30902,cpu_op,0,"[""float"", """"]",aten::sum,30902,48854.167,514,"["""", """"]",1896,"[[15, 1], []]","[[300, 15], []]",6935384473322.499,0,X
443,30902,cpu_op,0,"[""float"", ""ScalarList"", ""Scalar"", """"]",aten::sum,30902,48795.756,515,"["""", ""[]"", ""False"", """"]",,"[[15, 1], [], [], []]","[[300, 15], [], [], []]",6935384473368.561,,X
444,30902,cpu_op,0,"[""float"", ""ScalarList"", ""ScalarList"", """"]",aten::as_strided,30902,4.005,516,"["""", ""[1, 1]"", ""[0, 0]"", """"]",,"[[], [], [], []]","[[], [], [], []]",6935384476258.104,,X
445,30902,cpu_op,0,"[""float"", """", """", """", ""Scalar"", ""Scalar""]",aten::ones_like,30902,83.66,517,"["""", """", """", """", ""False"", ""1""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6935384522570.005,,X
446,30902,cpu_op,0,"[""float"", """", """", """", ""Scalar"", ""Scalar""]",aten::empty_like,30902,31.888,518,"["""", """", """", """", ""False"", ""1""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6935384522573.302,,X
447,30902,cpu_op,0,"[""ScalarList"", ""ScalarList"", ""Scalar"", ""Scalar"", """", ""Scalar""]",aten::empty_strided,30902,21.636,519,"[""[]"", ""[]"", ""6"", ""0"", """", ""False""]",,"[[], [], [], [], [], []]","[[], [], [], [], [], []]",6935384522581.51,,X
448,30902,cpu_op,0,"[""float"", ""Scalar""]",aten::fill_,30902,44.911,520,"["""", ""1.""]",,"[[], []]","[[], []]",6935384522608.049,,X
